name,event_name,round_type,section_1,section_2,section_3,section_4,section_5,time
Charlie Hatton,Fort William,Qualifying,48.601,112.09,36.16399999999999,31.207000000000022,24.343999999999994,252.406
Amaury Pierron,Fort William,Qualifying,48.595,114.047,35.06800000000001,31.347999999999985,24.25400000000002,253.312
Thibaut Daprela,Fort William,Qualifying,48.793,113.79899999999998,36.10500000000002,30.881,24.296999999999997,253.875
Greg Minnaar,Fort William,Qualifying,48.651,113.39299999999997,36.678000000000026,31.101,24.397999999999996,254.221
Benoit Coulanges,Fort William,Qualifying,48.217,115.426,35.640000000000015,30.893999999999977,24.185000000000002,254.362
Danny Hart,Fort William,Qualifying,48.187,113.753,36.759000000000015,31.367999999999995,24.413999999999987,254.481
Greg Williamson,Fort William,Qualifying,49.111,114.29500000000002,36.093999999999994,30.968000000000018,24.05899999999997,254.527
Bernard Kerr,Fort William,Qualifying,49.336,113.587,36.55000000000001,30.686999999999983,24.49000000000001,254.65
Matt Walker,Fort William,Qualifying,47.941,114.054,36.959,31.605999999999995,24.24199999999999,254.802
Andreas Kolb,Fort William,Qualifying,48.823,114.481,36.11500000000001,31.33099999999999,24.24600000000001,254.996
Ronan Dunne,Fort William,Qualifying,48.384,114.40499999999999,36.08100000000002,31.680999999999983,24.626000000000005,255.177
Jordan Williams,Fort William,Qualifying,48.997,114.24,36.977000000000004,30.912000000000006,24.138000000000005,255.264
Lachlan Stevens-Mcnab,Fort William,Qualifying,49.296,115.19200000000001,35.19200000000001,31.188999999999993,24.573000000000008,255.442
Max Hartenstern,Fort William,Qualifying,48.563,115.35099999999998,36.44200000000001,31.47800000000001,23.75999999999999,255.594
Dylan Levesque,Fort William,Qualifying,48.885,115.40200000000002,36.629999999999995,30.98400000000001,24.351999999999975,256.253
Reece Wilson,Fort William,Qualifying,48.601,114.75299999999999,36.09800000000001,31.701999999999998,25.146000000000015,256.3
Henri Kiefer,Fort William,Qualifying,49.637,114.67099999999999,36.08600000000001,32.18700000000001,24.257000000000005,256.838
Luke Meier-Smith,Fort William,Qualifying,48.73,116.14600000000002,37.41299999999998,31.024,23.550999999999988,256.864
Ryan Ryan Pinkerton,Fort William,Qualifying,49.153,114.46900000000002,36.99199999999999,32.226,24.150000000000006,256.99
Henry Kerr,Fort William,Qualifying,49.577,116.518,35.667,31.22999999999999,24.346000000000032,257.338
Angel Alonso Suarez,Fort William,Qualifying,48.97,116.37800000000001,36.92699999999999,31.252999999999986,24.031000000000034,257.559
Austin Dooley,Fort William,Qualifying,48.032,116.734,37.85300000000001,31.337999999999994,24.175999999999988,258.133
Gonçalo Bandeira,Fort William,Qualifying,49.196,114.71700000000001,37.73999999999998,32.04400000000001,24.514999999999986,258.212
Pau Busquets Menoyo,Fort William,Qualifying,49.095,114.662,37.297,32.57599999999999,24.62900000000002,258.259
Thomas Estaque,Fort William,Qualifying,48.663,116.50099999999999,36.864000000000004,31.418000000000006,24.89900000000003,258.345
Loris Revelli,Fort William,Qualifying,49.296,115.106,37.46700000000001,32.150000000000006,24.653999999999996,258.673
Rémi Thirion,Fort William,Qualifying,48.636,117.453,36.05600000000001,31.968999999999994,24.71599999999998,258.83
Loris Vergier,Fort William,Qualifying,48.982,112.84,36.85300000000001,33.222999999999985,26.960999999999984,258.859
Joe Breeden,Fort William,Qualifying,50.201,116.023,37.28400000000002,31.667999999999978,24.023000000000025,259.199
Simon Chapelet,Fort William,Qualifying,49.363,118.06,36.656000000000006,31.224999999999994,24.01000000000002,259.314
Hugo Marini,Fort William,Qualifying,48.599,117.08300000000003,37.347999999999985,31.766999999999996,24.660999999999973,259.45799999999997
Tyler Ervin,Fort William,Qualifying,49.239,118.303,36.488,31.400999999999982,24.035000000000025,259.466
Brook Macdonald,Fort William,Qualifying,49.017,116.958,37.906000000000006,31.427999999999997,24.395999999999987,259.705
Dylan Maples,Fort William,Qualifying,49.711,117.403,36.66399999999999,31.62100000000001,24.571000000000026,259.97
Jacob Dickson,Fort William,Qualifying,49.052,116.77799999999999,37.05800000000002,32.31100000000001,24.96999999999997,260.169
Oliver Zwar,Fort William,Qualifying,50.317,117.45599999999999,36.900000000000006,31.87899999999999,23.705000000000013,260.257
Remy Meier-Smith,Fort William,Qualifying,49.517,117.27100000000002,37.964,31.46799999999999,24.130000000000024,260.35
Martin Maes,Fort William,Qualifying,49.445,118.37100000000001,37.03899999999999,31.810000000000002,24.210999999999984,260.876
Luke Matthew Williamson,Fort William,Qualifying,49.836,116.36800000000001,37.715,32.698999999999984,24.39100000000002,261.009
Kye A'hern,Fort William,Qualifying,49.503,118.367,37.30599999999998,32.27200000000002,24.095999999999975,261.544
Nathan Pontvianne,Fort William,Qualifying,50.266,116.971,36.52799999999999,32.262,25.557999999999993,261.585
Jamie Edmondson,Fort William,Qualifying,48.753,117.766,37.93599999999998,32.34500000000003,24.99000000000001,261.79
Lino Lehmann,Fort William,Qualifying,49.414,118.03699999999999,38.447,31.65900000000002,24.325999999999965,261.883
Neko Mulally,Fort William,Qualifying,49.47,118.886,37.521000000000015,31.599999999999994,24.518,261.995
Samuel Blenkinsop,Fort William,Qualifying,49.198,119.07899999999998,38.297000000000025,31.52199999999999,24.065999999999974,262.162
Thibault Laly,Fort William,Qualifying,48.531,118.83699999999999,37.90700000000001,31.46199999999999,25.496999999999986,262.234
Adam Brayton,Fort William,Qualifying,49.354,118.30400000000002,36.58699999999999,32.851,25.194999999999993,262.291
Taylor Vernon,Fort William,Qualifying,49.808,117.065,38.36200000000002,32.10899999999998,24.968000000000018,262.312
Connor Fearon,Fort William,Qualifying,48.191,116.77000000000001,40.750999999999976,31.849000000000018,25.301000000000016,262.862
Bodhi Kuhn,Fort William,Qualifying,49.976,118.81,36.798,32.52699999999999,24.89300000000003,263.004
Tuhoto-Ariki Pene,Fort William,Qualifying,49.988,118.99099999999999,37.94400000000002,32.43799999999999,24.00200000000001,263.363
Douglas Goodwill,Fort William,Qualifying,50.583,117.518,38.644000000000005,31.74799999999999,25.112000000000023,263.605
Onni Rainio,Fort William,Qualifying,49.672,117.452,39.001000000000005,32.531000000000006,25.168999999999983,263.825
Douglas Vieira,Fort William,Qualifying,49.756,118.71700000000001,38.28099999999998,32.08600000000001,25.179000000000002,264.019
George Brannigan,Fort William,Qualifying,48.65,119.38300000000001,38.214999999999975,32.13300000000001,25.792,264.173
Mark Wallace,Fort William,Qualifying,50.36,119.82200000000002,36.567999999999984,32.839,24.740999999999985,264.33
Kirk Mcdowall,Fort William,Qualifying,50.24,118.93699999999998,37.94400000000002,32.75199999999998,24.70999999999998,264.58299999999997
Christopher Grice,Fort William,Qualifying,48.708,119.89500000000001,38.5,32.42499999999998,25.43500000000003,264.963
Christopher Cumming,Fort William,Qualifying,49.292,116.713,39.56,33.114000000000004,26.440000000000026,265.119
Oliver Davis,Fort William,Qualifying,50.004,120.061,37.30199999999999,32.715,25.156999999999982,265.239
Sebastian Villa Holguin,Fort William,Qualifying,50.677,118.138,37.661,33.25800000000001,25.508999999999986,265.243
Antoine Rogge,Fort William,Qualifying,49.989,120.09299999999999,37.71700000000001,33.102000000000004,24.579999999999984,265.481
James Macdermid,Fort William,Qualifying,50.179,119.49100000000001,36.726999999999975,33.271000000000015,26.11700000000002,265.785
Toby Meek,Fort William,Qualifying,50.201,118.99600000000001,38.381,33.252999999999986,24.99800000000002,265.829
Baptiste Pierron,Fort William,Qualifying,50.665,119.542,38.06800000000001,32.591999999999985,25.02600000000004,265.89300000000003
Harry Molloy,Fort William,Qualifying,50.041,121.39100000000002,38.28099999999998,32.111999999999995,24.43900000000002,266.264
Seth Sherlock,Fort William,Qualifying,50.846,120.87899999999999,37.58700000000002,32.44999999999999,24.50999999999999,266.272
Jack Piercy,Fort William,Qualifying,49.949,122.944,37.608000000000004,31.64099999999999,24.275000000000034,266.41700000000003
Michael Hannah,Fort William,Qualifying,48.905,121.305,39.72199999999998,32.45600000000002,24.03400000000002,266.422
Léo Abella,Fort William,Qualifying,49.528,124.61000000000001,37.008999999999986,31.784999999999997,23.60900000000001,266.541
Johan Garcin,Fort William,Qualifying,49.863,122.26499999999999,38.328,32.042,24.317999999999984,266.816
Joshua Arcus,Fort William,Qualifying,51.009,120.919,37.97,31.973000000000013,25.030999999999977,266.902
William Pope,Fort William,Qualifying,49.83,119.45899999999999,38.13100000000003,33.785,25.752999999999957,266.95799999999997
Luke Mumford,Fort William,Qualifying,49.975,118.668,39.554,33.111999999999995,25.76399999999998,267.073
Juan Fernando Muñoz,Fort William,Qualifying,49.282,121.073,38.49200000000002,33.269000000000005,25.104000000000013,267.22
Nuno Reis,Fort William,Qualifying,49.58,120.681,38.173,33.25,25.986999999999995,267.671
Wyn Masters,Fort William,Qualifying,50.818,120.966,38.37900000000002,32.679,24.943000000000012,267.785
Jackson Connelly,Fort William,Qualifying,51.041,120.68700000000001,37.990999999999985,32.72800000000001,25.353999999999985,267.801
Daniel Liberal Castellanos,Fort William,Qualifying,51.044,120.825,38.613,33.071,24.726,268.279
Rory Kirk,Fort William,Qualifying,50.367,121.59300000000002,37.73599999999999,33.102000000000004,25.497000000000014,268.295
Matthew Walker,Fort William,Qualifying,50.117,122.10900000000001,39.263000000000005,32.371999999999986,24.936000000000035,268.797
Luca Thurlow,Fort William,Qualifying,50.665,121.63000000000002,38.573999999999984,32.803,25.32000000000002,268.992
Davide Palazzari,Fort William,Qualifying,50.589,125.05700000000002,36.31999999999999,32.41899999999998,25.112000000000023,269.497
Kimi Viardot,Fort William,Qualifying,51.298,121.82999999999998,37.97300000000001,32.82900000000001,26.214999999999975,270.145
William Hynes,Fort William,Qualifying,51.578,119.936,40.56,33.004999999999995,25.108000000000004,270.187
Noel Niederberger,Fort William,Qualifying,50.679,124.73999999999998,38.872000000000014,32.331999999999994,24.216000000000008,270.839
Raphael Iniguez,Fort William,Qualifying,51.145,123.488,37.952,33.287000000000006,25.212999999999965,271.085
Jakob Jewett,Fort William,Qualifying,49.622,127.33900000000001,37.113,32.28099999999998,24.811000000000007,271.166
Simen Smestad,Fort William,Qualifying,51.797,121.13500000000002,39.92999999999998,32.801000000000016,25.521000000000015,271.184
Evan Medcalf,Fort William,Qualifying,50.418,122.07,39.682000000000016,33.565,25.653999999999996,271.389
Alex Grandvallet Iscla,Fort William,Qualifying,51.543,123.386,39.202,33.43700000000001,24.72200000000001,272.29
Erik Irmisch,Fort William,Qualifying,50.985,123.28699999999999,39.61100000000002,32.92999999999998,25.64300000000003,272.456
Mael Gironde,Fort William,Qualifying,51.129,122.70000000000002,39.084,33.59099999999998,25.993000000000023,272.497
Colin Mcelyea,Fort William,Qualifying,51.344,123.35400000000001,38.72999999999999,33.45500000000001,25.84099999999998,272.724
Edward Masters,Fort William,Qualifying,49.987,123.69800000000001,40.17099999999999,33.518,25.676999999999992,273.051
Juan Fabregat Guillamón,Fort William,Qualifying,51.761,122.99100000000001,37.80799999999999,33.974999999999994,27.180000000000035,273.71500000000003
Loïc Martin,Fort William,Qualifying,51.388,122.66900000000001,42.184999999999974,33.010999999999996,25.359000000000037,274.612
Kilian Schnoeller,Fort William,Qualifying,51.313,125.158,39.16399999999999,34.307000000000016,25.319999999999993,275.262
Steiner Julian,Fort William,Qualifying,51.209,124.44999999999999,40.56800000000001,34.071,25.194999999999993,275.493
Jobe Gentle,Fort William,Qualifying,51.363,124.827,38.66399999999999,34.86200000000002,26.586000000000013,276.302
Angus Ferguson,Fort William,Qualifying,51.684,123.364,40.30599999999998,34.47500000000002,26.73599999999999,276.565
Arnau Miro Graslaub,Fort William,Qualifying,51.615,125.957,40.31200000000001,33.85899999999998,25.545000000000016,277.288
Rafael Sousa,Fort William,Qualifying,51.572,124.28,41.79499999999999,34.71000000000001,25.477000000000004,277.834
Florian Sirieix,Fort William,Qualifying,52.526,125.70399999999998,38.622000000000014,34.22800000000001,26.92599999999996,278.006
Nico Arnold,Fort William,Qualifying,52.349,126.43700000000001,39.601,34.60300000000001,26.08299999999997,279.073
Matteo Iniguez,Fort William,Qualifying,50.266,121.56700000000001,38.47399999999999,36.185,33.46000000000001,279.952
Ross Ennis,Fort William,Qualifying,53.872,130.05,38.905,34.76400000000001,25.899,283.49
Fridolin Amiguet,Fort William,Qualifying,53.894,131.631,39.50199999999998,34.05400000000003,25.790999999999997,284.872
Jono Jones,Fort William,Qualifying,53.647,130.668,41.216999999999985,34.12299999999999,25.362000000000023,285.017
Ethan George Craik,Fort William,Qualifying,48.447,119.11000000000001,40.875999999999976,41.99200000000002,34.611999999999966,285.037
Jesse Schulte,Fort William,Qualifying,54.48,132.958,41.414000000000016,34.741000000000014,25.72999999999996,289.323
Gaëtan Vige,Fort William,Qualifying,50.135,123.72,40.267000000000024,48.264999999999986,30.274,292.661
Samuel Zbinden,Fort William,Qualifying,55.646,140.11899999999997,43.209,35.86200000000002,26.700999999999965,301.537
Dakotah Norton,Fort William,Qualifying,48.373,115.28800000000001,42.778999999999996,59.613,39.79399999999998,305.847
Dante Silva,Fort William,Qualifying,49.311,121.208,54.59,53.78799999999998,32.69,311.587
Thomas Ollier,Fort William,Qualifying,51.643,171.31300000000002,43.339,34.69,27.72800000000001,328.713
Dan Slack,Fort William,Qualifying,49.491,151.805,54.233000000000004,52.92599999999999,45.297000000000025,353.752
Laurie Greenland,Fort William,Qualifying,49.678,129.152,85.757,72.74200000000002,49.16199999999998,386.491
Lewis Carr,Fort William,Qualifying,51.171,124.844,41.418000000000006,NA,NA,489.602
Davide Cappello,Fort William,Qualifying,50.415,238.193,83.13900000000001,74.68,50.900999999999954,497.328
Josh Lancett-Edwards,Fort William,Qualifying,52.897,186.981,106.06300000000005,99.88099999999997,57.204999999999984,503.027
Preston Williams,Fort William,Qualifying,49.575,422.87,38.153999999999996,33.79699999999997,26.58400000000006,570.98
Nico Lamm,Fort William,Qualifying,50.72,273.366,99.668,72.54899999999998,91.84699999999998,588.15
Charles Murray,Fort William,Qualifying,50.505,633.67,46.811000000000035,46.851,43.04499999999996,820.882
Philip Atwill,Fort William,Qualifying,51.433,NA,NA,NA,NA,NA
Antoine Pierron,Fort William,Qualifying,50.913,145.47699999999998,82.305,NA,NA,NA
Stefano Introzzi,Fort William,Qualifying,49.375,150.594,77.363,68.26800000000003,NA,NA
Gabriel Neron,Fort William,Qualifying,50.574,NA,NA,NA,NA,NA
Tegan Cruz,Fort William,Qualifying,49.443,235.53500000000003,183.764,NA,NA,NA
Josh Turner,Fort William,Qualifying,49.192,117.219,38.536,32.495000000000005,NA,NA
Benjamin Fouillit,Fort William,Qualifying,52.386,NA,NA,NA,NA,NA
Jack Reading,Fort William,Qualifying,NA,NA,NA,NA,NA,NA
Antoine Vidal,Fort William,Qualifying,NA,NA,NA,NA,NA,NA
Dom Platt,Fort William,Qualifying,NA,NA,NA,NA,NA,NA
Lucas Cruz,Fort William,Qualifying,NA,NA,NA,NA,NA,NA
Cédric Taillefer,Fort William,Qualifying,NA,NA,NA,NA,NA,NA
Léo Grisel,Fort William,Qualifying,NA,NA,NA,NA,NA,NA
Miran Vauh,Fort William,Qualifying,NA,NA,NA,NA,NA,NA
Loris Vergier,Bielsko-Biala,Qualifying,39.505,48.811,24.32499999999999,44.922,23.733000000000004,181.296
Dakotah Norton,Bielsko-Biala,Qualifying,40.263,48.724,24.417,44.422,24.326999999999998,182.153
Ronan Dunne,Bielsko-Biala,Qualifying,39.833,49.43299999999999,24.777000000000015,44.66999999999999,23.962999999999994,182.676
Loic Bruni,Bielsko-Biala,Qualifying,39.116,49.063,24.098,45.429000000000016,25.291999999999973,182.998
Troy Brosnan,Bielsko-Biala,Qualifying,39.735,49.68900000000001,24.638999999999996,44.312,25.412000000000006,183.787
Oisin Callaghan O,Bielsko-Biala,Qualifying,40.246,48.404,24.631,45.793000000000006,25.052999999999997,184.127
Lachlan Stevens-Mcnab,Bielsko-Biala,Qualifying,40.773,49.901,24.314999999999998,44.73999999999998,24.402000000000015,184.131
Luca Shaw,Bielsko-Biala,Qualifying,40.509,50.147999999999996,25.62400000000001,43.647999999999996,24.363,184.292
Bernard Kerr,Bielsko-Biala,Qualifying,40.502,48.998,25.194000000000003,45.504000000000005,24.44199999999998,184.64
Ethan George Craik,Bielsko-Biala,Qualifying,41.318,49.649,24.477000000000004,45.12399999999998,24.378000000000014,184.946
Laurie Greenland,Bielsko-Biala,Qualifying,40.339,49.81399999999999,24.435000000000002,46.05500000000001,24.568000000000012,185.211
Finn Iles,Bielsko-Biala,Qualifying,40.29,48.987,24.501999999999995,45.49200000000002,25.980999999999995,185.252
Amaury Pierron,Bielsko-Biala,Qualifying,40.91,49.241,25.164,45.60900000000001,24.450999999999993,185.375
Greg Williamson,Bielsko-Biala,Qualifying,40.311,49.516,24.64500000000001,45.68899999999999,26.119,186.28
Danny Hart,Bielsko-Biala,Qualifying,40.038,49.429,25.046000000000006,45.89099999999999,25.923000000000002,186.327
Rémi Thirion,Bielsko-Biala,Qualifying,39.738,50.004999999999995,25.200000000000003,46.759,24.691000000000003,186.393
Thibaut Daprela,Bielsko-Biala,Qualifying,40.407,50.607,24.632999999999996,46.241000000000014,24.769000000000005,186.657
Andreas Kolb,Bielsko-Biala,Qualifying,40.301,49.932,25.211,46.40599999999999,24.829000000000008,186.679
Angel Alonso Suarez,Bielsko-Biala,Qualifying,40.465,48.943,25.939999999999998,45.687,25.80000000000001,186.835
Charlie Hatton,Bielsko-Biala,Qualifying,40.535,50.516000000000005,25.677999999999997,45.63000000000001,24.533999999999992,186.893
Dylan Levesque,Bielsko-Biala,Qualifying,41.092,50.563,25.461,44.644999999999996,25.132000000000005,186.893
Mark Wallace,Bielsko-Biala,Qualifying,41.207,50.142999999999994,25.24600000000001,45.633999999999986,24.969000000000023,187.199
Remy Meier-Smith,Bielsko-Biala,Qualifying,40.847,50.56799999999999,25.42500000000001,45.572,24.82899999999998,187.24099999999999
Ryan Pinkerton,Bielsko-Biala,Qualifying,41.03,50.29900000000001,25.08099999999999,46.57599999999999,24.346000000000004,187.332
Jakob Jewett,Bielsko-Biala,Qualifying,41.005,50.227,25.27799999999999,46.31800000000001,24.531000000000006,187.359
Matt Walker,Bielsko-Biala,Qualifying,40.271,50.367999999999995,26.02900000000001,45.716999999999985,24.99000000000001,187.375
Oliver Davis,Bielsko-Biala,Qualifying,41.291,49.346000000000004,24.891999999999996,46.321,25.62900000000002,187.479
Bodhi Kuhn,Bielsko-Biala,Qualifying,40.573,49.73800000000001,25.132999999999996,46.44000000000001,25.72999999999999,187.614
Thomas Estaque,Bielsko-Biala,Qualifying,41.138,49.733,25.888000000000005,45.638999999999996,25.466000000000008,187.864
Austin Dooley,Bielsko-Biala,Qualifying,40.472,50.486,25.944000000000003,45.931,25.192000000000007,188.025
Dan Slack,Bielsko-Biala,Qualifying,40.567,48.894,25.227000000000004,45.73099999999998,27.63700000000003,188.056
Jordan Williams,Bielsko-Biala,Qualifying,40.961,50.218,25.515,46.212,25.165999999999997,188.072
Rastislav Baranek,Bielsko-Biala,Qualifying,41.036,50.269000000000005,25.638999999999996,45.93300000000001,25.204999999999984,188.082
Theo Erglangsen,Bielsko-Biala,Qualifying,40.906,50.404,25.964,45.662000000000006,25.153999999999996,188.09
Davide Cappello,Bielsko-Biala,Qualifying,40.685,50.375,25.351,46.06299999999999,25.713000000000022,188.187
Sebastian Villa Holguin,Bielsko-Biala,Qualifying,41.679,49.92,25.108999999999995,46.361999999999995,25.28,188.35
Toby Meek,Bielsko-Biala,Qualifying,41.125,49.247,25.64999999999999,46.29599999999999,26.039000000000016,188.357
Benoit Coulanges,Bielsko-Biala,Qualifying,41.542,50.644999999999996,25.391000000000005,45.59,25.22999999999999,188.398
Thibault Laly,Bielsko-Biala,Qualifying,40.727,50.656,25.78500000000001,45.772999999999996,25.506,188.447
Gaëtan Vige,Bielsko-Biala,Qualifying,41.023,50.058,25.586,46.176000000000016,25.629999999999995,188.473
Nathan Pontvianne,Bielsko-Biala,Qualifying,41.456,51.059,25.201000000000008,46.17399999999998,24.649,188.539
Henry Kerr,Bielsko-Biala,Qualifying,41.345,49.771,25.247,46.316,26.019000000000005,188.698
Samuel Blenkinsop,Bielsko-Biala,Qualifying,41.52,50.75000000000001,25.95899999999999,45.033,25.444999999999993,188.707
Johan Garcin,Bielsko-Biala,Qualifying,41.166,50.94,25.320999999999998,46.04400000000001,25.305999999999983,188.777
Max Hartenstern,Bielsko-Biala,Qualifying,40.899,50.726,25.545999999999992,46.343999999999994,25.357000000000028,188.872
Hannes Lehmann,Bielsko-Biala,Qualifying,41.042,50.22999999999999,25.447000000000003,46.96800000000002,25.50999999999999,189.197
Stefano Introzzi,Bielsko-Biala,Qualifying,41.224,51.053999999999995,25.46900000000001,46.015,25.474999999999994,189.237
Dylan Maples,Bielsko-Biala,Qualifying,42.502,50.653,25.823999999999998,45.527,24.87299999999999,189.379
Tegan Cruz,Bielsko-Biala,Qualifying,41.618,51.37499999999999,25.37100000000001,45.899,25.13300000000001,189.39600000000002
Jacob Dickson,Bielsko-Biala,Qualifying,41.244,51.135999999999996,25.560000000000002,46.006,25.488,189.434
Antoine Rogge,Bielsko-Biala,Qualifying,40.873,50.933,26.025999999999996,46.77800000000002,24.892999999999972,189.503
Brook Macdonald,Bielsko-Biala,Qualifying,42.255,50.401999999999994,26.034000000000006,45.541,25.333,189.565
Reece Wilson,Bielsko-Biala,Qualifying,41.561,50.39900000000001,25.516999999999996,46.891999999999996,25.200999999999993,189.57
Jack Piercy,Bielsko-Biala,Qualifying,41.876,50.123,26.054000000000002,46.278999999999996,25.318000000000012,189.65
Davide Palazzari,Bielsko-Biala,Qualifying,41.383,50.75899999999999,25.863,45.83500000000001,25.820999999999998,189.661
Dante Silva,Bielsko-Biala,Qualifying,40.393,50.06,25.611999999999995,47.591999999999985,26.059000000000026,189.716
Christopher Grice,Bielsko-Biala,Qualifying,41.82,49.936,26.308999999999997,46.04599999999999,25.674000000000007,189.785
Simon Maurer,Bielsko-Biala,Qualifying,41.986,50.791999999999994,25.924000000000007,45.30099999999999,25.797000000000025,189.8
Harry Molloy,Bielsko-Biala,Qualifying,41.365,50.846,26.412999999999997,45.54600000000002,25.74399999999997,189.914
Luke Meier-Smith,Bielsko-Biala,Qualifying,41.533,51.214,26.65599999999999,45.535,24.977000000000004,189.915
Loris Revelli,Bielsko-Biala,Qualifying,41.552,49.981,25.777,46.80000000000001,25.857999999999976,189.968
Joe Breeden,Bielsko-Biala,Qualifying,41.03,50.809,26.205,46.05300000000001,25.88899999999998,189.986
Taylor Vernon,Bielsko-Biala,Qualifying,41.857,50.852000000000004,25.401999999999987,46.51000000000002,25.489000000000004,190.11
Henri Kiefer,Bielsko-Biala,Qualifying,41.317,50.876,25.317999999999998,47.53299999999999,25.19500000000002,190.239
Seth Sherlock,Bielsko-Biala,Qualifying,41.908,50.989999999999995,25.447000000000003,45.948999999999984,26.259000000000015,190.553
Kael Foale,Bielsko-Biala,Qualifying,41.931,51.21300000000001,25.613,46.02199999999999,25.792,190.571
Douglas Goodwill,Bielsko-Biala,Qualifying,42.054,51.098,25.304000000000002,46.748000000000005,25.516999999999996,190.721
Mael Gironde,Bielsko-Biala,Qualifying,41.522,50.77100000000001,25.754999999999995,47.053,25.62700000000001,190.728
Simen Smestad,Bielsko-Biala,Qualifying,41.99,51.31799999999999,25.968000000000018,45.988,25.478999999999985,190.743
Tuhoto-Ariki Pene,Bielsko-Biala,Qualifying,41.205,51.29299999999999,26.12900000000002,46.601,25.520999999999987,190.749
Adam Brayton,Bielsko-Biala,Qualifying,41.551,51.346999999999994,25.710000000000008,47.02600000000001,25.151999999999987,190.786
Simon Chapelet,Bielsko-Biala,Qualifying,41.114,50.324999999999996,25.427999999999997,47.80199999999999,26.126000000000005,190.795
Kye A'hern,Bielsko-Biala,Qualifying,41.256,51.777,26.205,45.94800000000001,25.627999999999986,190.814
Baptiste Pierron,Bielsko-Biala,Qualifying,41.5,51.119,25.968000000000004,46.951999999999984,25.509000000000015,191.048
Loïc Martin,Bielsko-Biala,Qualifying,41.572,51.68799999999999,25.287000000000006,47.24000000000001,25.357,191.144
Wyn Masters,Bielsko-Biala,Qualifying,42.027,51.964,25.537999999999997,46.084,25.801999999999992,191.415
Kimi Viardot,Bielsko-Biala,Qualifying,42.655,51.146,24.909000000000006,47.68299999999999,25.069999999999993,191.463
Ian Guionnet,Bielsko-Biala,Qualifying,41.179,50.095,26.75999999999999,47.018,26.436000000000007,191.488
Luke Matthew Williamson,Bielsko-Biala,Qualifying,41.303,50.992000000000004,26.47500000000001,46.928,25.861999999999995,191.56
Hugo Marini,Bielsko-Biala,Qualifying,42.304,50.831999999999994,25.683999999999997,47.02600000000001,25.823000000000008,191.669
Pau Busquets Menoyo,Bielsko-Biala,Qualifying,42.425,51.203,26.048000000000002,46.34400000000001,25.661999999999978,191.682
Luca Thurlow,Bielsko-Biala,Qualifying,42.19,51.297,25.736000000000004,47.47600000000001,25.164999999999992,191.864
Janis Lehmann,Bielsko-Biala,Qualifying,42.591,51.24400000000001,25.757999999999996,46.873000000000005,25.447000000000003,191.913
Hayden Stead,Bielsko-Biala,Qualifying,42.23,51.291000000000004,26.201999999999998,47.021,25.215000000000003,191.959
Tyler Ervin,Bielsko-Biala,Qualifying,42.222,50.966,26.415999999999997,46.348,26.00800000000001,191.96
Adam Rojcek,Bielsko-Biala,Qualifying,41.157,50.774,25.745999999999995,47.52600000000001,26.792,191.995
Gonçalo Bandeira,Bielsko-Biala,Qualifying,41.781,51.279,26.538999999999987,46.94400000000002,25.550999999999988,192.094
Denis Kohut,Bielsko-Biala,Qualifying,42.287,51.374,25.105999999999995,46.643,26.72,192.13
Greg Minnaar,Bielsko-Biala,Qualifying,41.888,51.49400000000001,26.272999999999996,46.757000000000005,25.738,192.15
Raphael Iniguez,Bielsko-Biala,Qualifying,42.324,51.33,26.087000000000003,46.819,26.014999999999986,192.575
Jamie Edmondson,Bielsko-Biala,Qualifying,41.663,51.319,26.605000000000004,47.244000000000014,25.88899999999998,192.72
Wojciech Czermak,Bielsko-Biala,Qualifying,41.947,51.845,25.814999999999998,47.39099999999999,25.91300000000001,192.911
William Hynes,Bielsko-Biala,Qualifying,43.001,50.671,26.215000000000003,46.96199999999999,26.083,192.932
Léo Abella,Bielsko-Biala,Qualifying,42.521,51.676,26.051999999999992,46.80600000000001,26.022999999999996,193.078
Kirk Mcdowall,Bielsko-Biala,Qualifying,42.02,52.047999999999995,27.137,46.17800000000001,25.739000000000004,193.122
Arthur Perfillon,Bielsko-Biala,Qualifying,42.182,50.992000000000004,26.066000000000003,47.69200000000001,26.196999999999974,193.129
Joshua Arcus,Bielsko-Biala,Qualifying,41.861,52.68,26.369,46.621999999999986,25.607000000000028,193.139
Antoine Pierron,Bielsko-Biala,Qualifying,41.943,51.419,25.915000000000006,47.69799999999999,26.688000000000017,193.663
Jackson Connelly,Bielsko-Biala,Qualifying,42.42,51.843,26.884,46.64,26.061000000000007,193.848
Lino Lehmann,Bielsko-Biala,Qualifying,41.96,50.876,27.775999999999996,46.81300000000002,26.430999999999983,193.856
Neko Mulally,Bielsko-Biala,Qualifying,41.784,51.421,27.146,46.947,26.668000000000006,193.966
Noel Niederberger,Bielsko-Biala,Qualifying,42.017,51.08199999999999,26.314000000000007,48.247,26.390000000000015,194.05
Rory Kirk,Bielsko-Biala,Qualifying,43.246,51.336999999999996,25.906000000000006,47.352000000000004,26.25,194.091
Onni Rainio,Bielsko-Biala,Qualifying,40.838,51.93800000000001,25.796999999999997,48.42400000000001,27.133999999999986,194.131
Preston Williams,Bielsko-Biala,Qualifying,42.392,52.056999999999995,26.281000000000006,47.456,26.049999999999983,194.236
Philip Atwill,Bielsko-Biala,Qualifying,41.885,51.653,26.325000000000003,48.155,26.27000000000001,194.288
