rank,protected,nr,name,uci_team,uci_id,nat,yob,speed,split_1,split_2,split_3,split_4,time,time_from_leader,dnf,dsq,dns,points,event_name,event_type,event_year,round_type,round_category,metadata_weather,metadata_temp_deg_c,metadata_distance_km,metadata_average_speed_kmh
76,FALSE,74,GARCIN Johan,NA,10056657377,FRA,2002,44.582,49.863,172.128,210.456,242.498,266.816,18.485,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
77,FALSE,90,ARCUS Joshua,NA,10090906259,AUS,2024,44.091,51.009,171.928,209.898,241.871,266.902,18.571,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
78,FALSE,91,POPE William,FORBIDDEN SYNTHESIS TEAM,10113901727,AUS,2005,40.111,49.83,169.289,207.42000000000002,241.205,266.95799999999997,18.627,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
79,FALSE,142,MUMFORD Luke,NA,10061876886,GBR,2002,43.243,49.975,168.643,208.197,241.309,267.073,18.742,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
80,FALSE,47,MUÑOZ Fernando Juan,PURERIDING BP RACING,10083364208,COL,2003,42.781,49.282,170.355,208.847,242.116,267.22,18.889,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
81,FALSE,79,REIS Nuno,NA,10045196627,POR,2003,43.347,49.58,170.261,208.434,241.684,267.671,19.34,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
82,FALSE,127,MASTERS Wyn,THE GRAVITY CARTEL - ROGUE RACING,10004406107,NZL,1987,43.373,50.818,171.784,210.163,242.842,267.785,19.454,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
83,FALSE,54,CONNELLY Jackson,TEAM HIGH COUNTRY,10114106942,AUS,2004,42.654,51.041,171.728,209.719,242.447,267.801,19.47,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
84,FALSE,66,CASTELLANOS LIBERAL Daniel,NA,10081562028,ESP,2005,42.478,51.044,171.869,210.482,243.553,268.279,19.948,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
85,FALSE,85,KIRK Rory,NA,10104783323,RSA,2003,42.428,50.367,171.96,209.696,242.798,268.295,19.964,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
86,FALSE,124,WALKER Matthew,PIVOT FACTORY RACING,10005838875,NZL,1990,44.472,50.117,172.226,211.489,243.861,268.797,20.466,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
87,FALSE,89,THURLOW Luca,TRIPLE FIVE RACING,10083936205,GBR,2005,42.528,50.665,172.29500000000002,210.869,243.672,268.992,20.661,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
88,FALSE,26,PALAZZARI Davide,THE GRAVITY CARTEL - ROGUE RACING,10010022205,ITA,1995,42.883,50.589,175.64600000000002,211.966,244.385,269.497,21.166,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
89,FALSE,73,VIARDOT Kimi,K BIKE,10069254041,FRA,2005,42.032,51.298,173.128,211.101,243.93,270.145,21.814,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
90,FALSE,94,HYNES William,FORBIDDEN SYNTHESIS TEAM,10114039345,AUS,2003,42.254,51.578,171.514,212.074,245.079,270.187,21.856,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
91,FALSE,109,NIEDERBERGER Noel,BACKYARD RACING FACTORY TEAM,10007568913,SUI,1995,43.557,50.679,175.41899999999998,214.291,246.623,270.839,22.508,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
92,FALSE,138,INIGUEZ Raphael,COMMENCAL ICSTUDIO,10066506113,FRA,2003,43.14,51.145,174.633,212.585,245.872,271.085,22.754,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
93,FALSE,42,JEWETT Jakob,PIVOT FACTORY RACING,10061612663,CAN,2003,43.191,49.622,176.961,214.074,246.355,271.166,22.835,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
94,FALSE,82,SMESTAD Simen,NA,10010119811,NOR,1998,42.478,51.797,172.93200000000002,212.862,245.663,271.184,22.853,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
95,FALSE,69,MEDCALF Evan,EVOLVE RACING,10117081004,USA,2005,42.806,50.418,172.488,212.17000000000002,245.735,271.389,23.058,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
96,FALSE,108,ISCLA GRANDVALLET Alex,NA,10115661871,AND,2000,42.73,51.543,174.929,214.131,247.568,272.29,23.959,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
97,FALSE,92,IRMISCH Erik,YT MOB,10003777425,GER,1988,42.832,50.985,174.272,213.883,246.813,272.456,24.125,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
98,FALSE,101,GIRONDE Mael,NA,10074421616,FRA,2003,40.863,51.129,173.829,212.913,246.504,272.497,24.166,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
99,FALSE,132,MCELYEA Colin,EVOLVE RACING,10112268588,USA,2004,43.426,51.344,174.698,213.428,246.883,272.724,24.393,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
100,FALSE,117,MASTERS Edward,PIVOT FACTORY RACING,10005560003,NZL,1989,42.832,49.987,173.685,213.856,247.374,273.051,24.72,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
101,FALSE,123,GUILLAMóN FABREGAT Juan,NA,10073202042,ESP,2005,40.359,51.761,174.752,212.56,246.535,273.71500000000003,25.384,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
102,FALSE,105,MARTIN Loïc,NA,10074524373,FRA,2004,42.705,51.388,174.05700000000002,216.242,249.253,274.612,26.281,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
103,FALSE,112,SCHNOELLER Kilian,NA,10035154804,AUT,2001,42.453,51.313,176.471,215.635,249.942,275.262,26.931,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
104,FALSE,122,JULIAN Steiner,NA,10008123732,GER,1994,43.505,51.209,175.659,216.227,250.298,275.493,27.162,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
105,FALSE,137,GENTLE Jobe,TEAM HIGH COUNTRY,10114036416,AUS,2004,41.284,51.363,176.19,214.85399999999998,249.716,276.302,27.971,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
106,FALSE,135,FERGUSON Angus,NA,10122962739,NZL,2005,41.356,51.684,175.048,215.35399999999998,249.829,276.565,28.234,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
107,FALSE,131,GRASLAUB MIRO Arnau,NA,10050975201,AND,2004,41.983,51.615,177.572,217.88400000000001,251.743,277.288,28.957,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
108,FALSE,107,SOUSA Rafael,NA,10009580348,POR,1996,41.691,51.572,175.852,217.647,252.357,277.834,29.503,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
109,FALSE,146,SIRIEIX Florian,NA,10075215602,FRA,2003,41.096,52.526,178.23,216.852,251.08,278.006,29.675,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
110,FALSE,129,ARNOLD Nico,NA,10091191401,NZL,2004,41.332,52.349,178.786,218.387,252.99,279.073,30.742,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
111,FALSE,37,INIGUEZ Matteo,COMMENCAL ICSTUDIO,10066506012,FRA,2001,39.194,50.266,171.833,210.307,246.492,279.952,31.621,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
112,FALSE,103,ENNIS Ross,NA,10016689741,IRL,2001,41.403,53.872,183.922,222.827,257.591,283.49,35.159,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
113,FALSE,133,AMIGUET Fridolin,NA,10050884362,SUI,2005,42.105,53.894,185.525,225.027,259.081,284.872,36.541,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
114,FALSE,139,JONES Jono,BNC RACING,10007883858,GBR,1994,41.594,53.647,184.315,225.53199999999998,259.655,285.017,36.686,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
115,TRUE,19,CRAIK George Ethan,SCOTT DOWNHILL FACTORY,10083936912,GBR,2003,37.461,48.447,167.55700000000002,208.433,250.425,285.037,36.706,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
116,FALSE,145,SCHULTE Jesse,NA,10036222511,GER,2005,42.179,54.48,187.438,228.852,263.593,289.323,40.992,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
117,FALSE,48,VIGE Gaëtan,PROPAIN POSITIVE,10009826989,FRA,1998,40.609,50.135,173.855,214.122,262.387,292.661,44.33,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
118,FALSE,149,ZBINDEN Samuel,DORVAL AM COMMENCAL,10004334971,SUI,1983,41.86,55.646,195.765,238.974,274.836,301.537,53.206,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
119,TRUE,9,NORTON Dakotah,MONDRAKER FACTORY RACING,10010038167,USA,1992,33.755,48.373,163.661,206.44,266.053,305.847,57.516,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
120,FALSE,44,SILVA Dante,CANYON CLLCTV PIRELLI,10071893653,USA,2002,35.982,49.311,170.519,225.109,278.897,311.587,63.256,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
121,FALSE,144,OLLIER Thomas,NA,10069190383,FRA,2007,41.788,51.643,222.95600000000002,266.295,300.985,328.713,80.382,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
122,FALSE,147,SLACK Dan,POLE FACTORY RACING,10088103464,GBR,2002,35.294,49.491,201.296,255.529,308.455,353.752,105.42099999999999,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
123,TRUE,13,GREENLAND Laurie,SANTA CRUZ SYNDICATE,10009404738,GBR,1997,32.229,49.678,178.82999999999998,264.587,337.329,386.491,138.16,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
124,FALSE,134,CARR Lewis,BNC RACING,10117519726,GBR,2004,34.649,51.171,176.015,217.433,NA,489.602,241.271,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
125,FALSE,121,CAPPELLO Davide,THE GRAVITY CARTEL - ROGUE RACING,10032715353,ITA,2004,30.981,50.415,288.608,371.747,446.427,497.328,248.997,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
126,FALSE,140,LANCETT-EDWARDS Josh,NA,10124404706,GBR,2005,26.354,52.897,239.878,345.94100000000003,445.822,503.027,254.696,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
127,FALSE,106,WILLIAMS Preston,THE ALLIANCE,10088217743,GBR,2003,41.618,49.575,472.445,510.599,544.396,570.98,322.649,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
128,FALSE,95,LAMM Nico,NA,10074168507,GER,1999,28.016,50.72,324.086,423.754,496.303,588.15,339.819,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
129,FALSE,143,MURRAY Charles,NA,10084688054,NZL,1996,38.055,50.505,684.175,730.986,777.837,820.882,572.551,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
NA,FALSE,36,ATWILL Philip,PROPAIN POSITIVE,10008059064,GBR,1995,27.639,51.433,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
NA,FALSE,39,PIERRON Antoine,COMMENCAL ICSTUDIO,10011102844,FRA,1999,29.056,50.913,196.39,278.695,NA,NA,NA,TRUE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
NA,FALSE,77,INTROZZI Stefano,NA,10032121027,ITA,2000,35.294,49.375,199.969,277.332,345.6,NA,NA,TRUE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
NA,FALSE,81,NERON Gabriel,NA,10064082527,CAN,2000,NA,50.574,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
NA,FALSE,100,CRUZ Tegan,KENDA NS BIKES UR TEAM,10051476062,CAN,2005,NA,49.443,284.978,468.742,NA,NA,NA,TRUE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
NA,FALSE,116,TURNER Josh,NA,10110812578,GBR,1995,42.908,49.192,166.411,204.947,237.442,NA,NA,TRUE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
NA,FALSE,136,FOUILLIT Benjamin,NA,10086343421,FRA,2003,NA,52.386,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
NA,FALSE,86,READING Jack,NA,10006576176,GBR,1988,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
NA,FALSE,21,VIDAL Antoine,COMMENCAL LES ORRES,10070590924,FRA,2001,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
NA,FALSE,70,PLATT Dom,CONTINENTAL ATHERTON,10083936104,GBR,2005,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
NA,FALSE,76,CRUZ Lucas,NORCO FACTORY RACING,10051902761,CAN,2001,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
NA,FALSE,102,TAILLEFER Cédric,COMMENCAL ICSTUDIO,10056648889,FRA,2002,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
NA,FALSE,104,GRISEL Léo,NA,10069990332,FRA,2002,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
NA,FALSE,148,VAUH Miran,DORVAL AM COMMENCAL,10004274549,SLO,1982,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
1,TRUE,8,BROSNAN Troy,CANYON CLLCTV FACTORY TEAM,10007307417,AUS,1993,45.455,48.167,163.249,199.215,230.53199999999998,254.909,0,FALSE,FALSE,FALSE,100,Fort William,World Cup,2024,Semi-Final,Men Elite,Mostly sunny,21,3,42.368
2,TRUE,4,ILES Finn,SPECIALIZED GRAVITY,10090907774,CAN,1999,45.512,47.179,162.744,199.966,230.904,254.922,0.013,FALSE,FALSE,FALSE,80,Fort William,World Cup,2024,Semi-Final,Men Elite,Mostly sunny,21,3,42.368
3,TRUE,1,BRUNI Loic,SPECIALIZED GRAVITY,10007544358,FRA,1994,43.636,48.243,162.656,199.197,231.072,254.98,0.071,FALSE,FALSE,FALSE,70,Fort William,World Cup,2024,Semi-Final,Men Elite,Mostly sunny,21,3,42.368
4,TRUE,10,SHAW Luca,CANYON CLLCTV FACTORY TEAM,10008813442,USA,1996,44.253,47.667,163.787,199.843,231.39600000000002,255.41,0.501,FALSE,FALSE,FALSE,65,Fort William,World Cup,2024,Semi-Final,Men Elite,Mostly sunny,21,3,42.368
5,FALSE,57,MEIER-SMITH Luke,GIANT FACTORY OFF-ROAD TEAM - DH,10049212326,AUS,2002,45,48.085,163.561,201.382,232.05599999999998,255.867,0.958,FALSE,FALSE,FALSE,60,Fort William,World Cup,2024,Semi-Final,Men Elite,Mostly sunny,21,3,42.368
6,TRUE,7,COULANGES Benoit,DORVAL AM COMMENCAL,10008194359,FRA,1994,45.085,48.117,165.47,201.378,231.825,255.967,1.058,FALSE,FALSE,FALSE,58,Fort William,World Cup,2024,Semi-Final,Men Elite,Mostly sunny,21,3,42.368
7,TRUE,5,KOLB Andreas,CONTINENTAL ATHERTON,10009187092,AUT,1996,45.028,48.772,164.832,200.818,231.856,256.472,1.563,FALSE,FALSE,FALSE,56,Fort William,World Cup,2024,Semi-Final,Men Elite,Mostly sunny,21,3,42.368
8,FALSE,35,DOOLEY Austin,COMMENCAL / SCHWALBE,10087908151,USA,2002,43.956,47.21,164.172,201.416,232.65800000000002,256.63,1.721,FALSE,FALSE,FALSE,54,Fort William,World Cup,2024,Semi-Final,Men Elite,Mostly sunny,21,3,42.368
9,TRUE,9,NORTON Dakotah,MONDRAKER FACTORY RACING,10010038167,USA,1992,44.28,48.509,164.02,200.38400000000001,232.546,257.453,2.544,FALSE,FALSE,FALSE,52,Fort William,World Cup,2024,Semi-Final,Men Elite,Mostly sunny,21,3,42.368
10,FALSE,38,WILLIAMSON Greg,MADISON SARACEN FACTORY TEAM,10006909111,GBR,1992,45.255,49.129,166.135,202.525,233.572,257.477,2.568,FALSE,FALSE,FALSE,50,Fort William,World Cup,2024,Semi-Final,Men Elite,Mostly sunny,21,3,42.368
11,TRUE,3,VERGIER Loris,TREK FACTORY RACING GRAVITY,10008723112,FRA,1996,44.916,48.96,165.118,201.738,233.139,257.505,2.596,FALSE,FALSE,FALSE,49,Fort William,World Cup,2024,Semi-Final,Men Elite,Mostly sunny,21,3,42.368
12,FALSE,30,MAPLES Dylan,COMMENCAL/MUC-OFF BY RIDING,10114296696,USA,2003,44.064,49.322,166.311,202.388,233.311,257.699,2.79,FALSE,FALSE,FALSE,48,Fort William,World Cup,2024,Semi-Final,Men Elite,Mostly sunny,21,3,42.368
13,FALSE,23,HART Danny,CONTINENTAL GT RACING,10005470073,GBR,1991,43.983,48.619,164.972,201.49099999999999,233.406,257.868,2.959,FALSE,FALSE,FALSE,47,Fort William,World Cup,2024,Semi-Final,Men Elite,Mostly sunny,21,3,42.368
14,FALSE,18,WALKER Matt,MADISON SARACEN FACTORY TEAM,10011016756,GBR,1999,44.72,48.69,166.055,202.56,234.378,258.886,3.977,FALSE,FALSE,FALSE,46,Fort William,World Cup,2024,Semi-Final,Men Elite,Mostly sunny,21,3,42.368
15,FALSE,14,WILLIAMS Jordan,SPECIALIZED GRAVITY,10083936306,GBR,2004,46.065,48.945,166.153,204.09199999999998,235.086,259.247,4.338,FALSE,FALSE,FALSE,45,Fort William,World Cup,2024,Semi-Final,Men Elite,Mostly sunny,21,3,42.368
16,FALSE,32,MEIER-SMITH Remy,GIANT FACTORY OFF-ROAD TEAM - DH,10049212427,AUS,2004,44.582,49.518,166.839,204.195,235.478,259.659,4.75,FALSE,FALSE,FALSE,44,Fort William,World Cup,2024,Semi-Final,Men Elite,Mostly sunny,21,3,42.368
17,FALSE,75,KERR Henry,CANYON CLLCTV PIRELLI,10023914524,IRL,2000,45.802,50.83,167.255,202.796,234.406,259.72,4.811,FALSE,FALSE,FALSE,43,Fort William,World Cup,2024,Semi-Final,Men Elite,Mostly sunny,21,3,42.368
18,FALSE,12,DUNNE Ronan,MONDRAKER FACTORY RACING,10017006104,IRL,2002,44.582,49.025,167.351,203.464,235.267,260.124,5.215,FALSE,FALSE,FALSE,42,Fort William,World Cup,2024,Semi-Final,Men Elite,Mostly sunny,21,3,42.368
19,FALSE,62,PONTVIANNE Nathan,GOODMAN SANTACRUZ,10057982944,FRA,2005,42.353,49.522,166.463,202.603,234.81900000000002,260.129,5.22,FALSE,FALSE,FALSE,41,Fort William,World Cup,2024,Semi-Final,Men Elite,Mostly sunny,21,3,42.368
20,FALSE,65,KUHN Bodhi,TREK FACTORY RACING GRAVITY,10080855241,CAN,2005,43.452,48.756,167.435,203.57999999999998,235.59199999999998,260.454,5.545,FALSE,FALSE,FALSE,40,Fort William,World Cup,2024,Semi-Final,Men Elite,Mostly sunny,21,3,42.368
21,FALSE,141,MAES Martin,NA,10009453945,BEL,1997,44.199,49.156,168.055,205.11,236.386,260.568,5.659,FALSE,FALSE,FALSE,39,Fort William,World Cup,2024,Semi-Final,Men Elite,Mostly sunny,21,3,42.368
22,FALSE,22,THIRION Rémi,GIANT FACTORY OFF-ROAD TEAM - DH,10005415715,FRA,1990,44.172,48.599,167.19400000000002,204.647,236.276,260.639,5.73,FALSE,FALSE,FALSE,38,Fort William,World Cup,2024,Semi-Final,Men Elite,Mostly sunny,21,3,42.368
23,FALSE,118,PIERRON Amaury,COMMENCAL/MUC-OFF BY RIDING,10008827283,FRA,1996,44.064,49.068,167.624,203.836,235.965,260.691,5.782,FALSE,FALSE,FALSE,37,Fort William,World Cup,2024,Semi-Final,Men Elite,Mostly sunny,21,3,42.368
24,FALSE,126,WILSON Reece,TREK FACTORY RACING GRAVITY,10009563271,GBR,1996,43.663,48.761,167.74099999999999,204.504,236.397,261.218,6.309,FALSE,FALSE,FALSE,36,Fort William,World Cup,2024,Semi-Final,Men Elite,Mostly sunny,21,3,42.368
25,FALSE,43,A'HERN Kye,KENDA NS BIKES UR TEAM,10043853983,AUS,2001,44.832,48.773,167.348,205.475,236.998,261.234,6.325,FALSE,FALSE,FALSE,35,Fort William,World Cup,2024,Semi-Final,Men Elite,Mostly sunny,21,3,42.368
26,FALSE,63,KIEFER Henri,CANYON CLLCTV PIRELLI,10080400048,GER,2005,43.902,50.315,168.97,205.45,236.928,261.41700000000003,6.508,FALSE,FALSE,FALSE,34,Fort William,World Cup,2024,Semi-Final,Men Elite,Mostly sunny,21,3,42.368
27,FALSE,27,CHAPELET Simon,CUBE FACTORY RACING,10071553749,FRA,2002,43.956,49.265,169.174,206.171,237.916,261.67,6.761,FALSE,FALSE,FALSE,33,Fort William,World Cup,2024,Semi-Final,Men Elite,Mostly sunny,21,3,42.368
28,FALSE,128,FEARON Connor,FORBIDDEN SYNTHESIS TEAM,10007656314,AUS,1994,44.916,49.298,167.28,205.001,236.94299999999998,261.878,6.969,FALSE,FALSE,FALSE,32,Fort William,World Cup,2024,Semi-Final,Men Elite,Mostly sunny,21,3,42.368
29,FALSE,15,MINNAAR Greg,NORCO FACTORY RACING,10002818640,RSA,1981,43.742,49.802,168.293,205.654,237.252,261.899,6.99,FALSE,FALSE,FALSE,31,Fort William,World Cup,2024,Semi-Final,Men Elite,Mostly sunny,21,3,42.368
30,FALSE,80,VIEIRA Douglas,NA,10010126679,BRA,1998,44.582,49.094,167.63,204.829,236.875,261.98199999999997,7.073,FALSE,FALSE,FALSE,30,Fort William,World Cup,2024,Semi-Final,Men Elite,Mostly sunny,21,3,42.368
31,FALSE,31,ESTAQUE Thomas,COMMENCAL ICSTUDIO,10008848505,FRA,1996,42.959,49.299,168.153,204.861,237.099,262.088,7.179,FALSE,FALSE,FALSE,29,Fort William,World Cup,2024,Semi-Final,Men Elite,Mostly sunny,21,3,42.368
32,FALSE,13,GREENLAND Laurie,SANTA CRUZ SYNDICATE,10009404738,GBR,1997,44.253,49.313,167.252,204.722,237.406,262.283,7.374,FALSE,FALSE,FALSE,28,Fort William,World Cup,2024,Semi-Final,Men Elite,Mostly sunny,21,3,42.368
33,FALSE,120,BRAYTON Adam,BNC RACING,10005386110,GBR,1988,42.934,49.775,167.701,204.353,237.689,262.321,7.412,FALSE,FALSE,FALSE,27,Fort William,World Cup,2024,Semi-Final,Men Elite,Mostly sunny,21,3,42.368
34,FALSE,61,PINKERTON Ryan,MONDRAKER FACTORY RACING,10063826182,USA,2005,43.983,49.868,168.52,206.072,237.981,262.524,7.615,FALSE,FALSE,FALSE,26,Fort William,World Cup,2024,Semi-Final,Men Elite,Mostly sunny,21,3,42.368
35,FALSE,41,ZWAR Oliver,CANYON CLLCTV FMD,10008106857,SWE,1995,44.693,49.861,170.19299999999998,207.448,238.929,262.863,7.954,FALSE,FALSE,FALSE,25,Fort William,World Cup,2024,Semi-Final,Men Elite,Mostly sunny,21,3,42.368
36,FALSE,49,BREEDEN Joe,INTENSE FACTORY RACING,10011005743,GBR,1999,44.145,49.489,168.517,206.551,238.328,262.93,8.021,FALSE,FALSE,FALSE,24,Fort William,World Cup,2024,Semi-Final,Men Elite,Mostly sunny,21,3,42.368
37,FALSE,72,STEVENS-MCNAB Lachlan,UNION - FORGED BY STEEL CITY MEDIA,10110184506,NZL,2004,44.72,49.819,171.274,207.065,237.55700000000002,262.936,8.027,FALSE,FALSE,FALSE,23,Fort William,World Cup,2024,Semi-Final,Men Elite,Mostly sunny,21,3,42.368
38,FALSE,114,MULALLY Neko,FRAMEWORKS RACING,10007287613,USA,1993,43.557,49.219,168.898,206.554,238.571,263.037,8.128,FALSE,FALSE,FALSE,22,Fort William,World Cup,2024,Semi-Final,Men Elite,Mostly sunny,21,3,42.368
39,FALSE,113,RAINIO Onni,POLE FACTORY RACING,10045811969,FIN,2002,43.983,49.573,167.975,205.777,238.054,263.156,8.247,FALSE,FALSE,FALSE,21,Fort William,World Cup,2024,Semi-Final,Men Elite,Mostly sunny,21,3,42.368
